Transaction ID,Barber ID,Customer ID,Barbing Price,Transaction Date,Transaction Time,Hair Style,Customer Rating,Service Type
1984,2,95977,1000,3/24/2023,15:00,Fade,2,haircut
1985,3,59463,1000,2/11/2023,20:00,Low Cut,2,haircut
1986,2,32560,2000,12/4/2023,14:30,Dreadlocks,2,haircut
1987,1,20921,1000,8/17/2023,16:15,Low Cut,2,haircut
1988,1,1927,2000,7/31/2023,13:30,Twists,2,haircut
1989,4,74052,500,10/26/2023,15:00,Fade,5, shave
1990,4,55831,500,2/11/2023,14:30,Low Cut,5, shave
1991,4,42648,500,5/2/2023,15:00,Low Cut,5, shave
1992,4,67159,500,10/2/2023,16:30,Fade,5, shave
1993,3,44108,1000,2/6/2023,16:30,Crew Cut,2,haircut
1994,1,89780,500,1/7/2023,18:00,Afro,2, shave
1995,1,9467,1000,9/18/2023,15:00,Low Cut,2,haircut
1996,3,69,1000,7/4/2023,18:15,Low Cut,2,haircut
1997,5,23544,1000,4/24/2023,18:30,Low Cut,5,haircut
1998,1,60386,1000,12/15/2023,20:30,Box Cut,2,haircut
1999,4,87534,500,11/6/2023,20:45,Dreadlocks,5, shave
2000,1,40455,1000,11/5/2023,16:30,Low Cut,2,haircut
2001,1,75632,1000,1/1/2023,20:15,Low Cut,2,haircut
2002,4,81808,500,2/11/2023,8:15,Dreadlocks,3, shave
2003,3,87871,1000,4/21/2023,19:15,Low Cut,2,haircut
2004,2,34778,2000,9/10/2023,12:00,Twists,2,haircut
2005,3,20445,1000,9/8/2023,17:30,Afro,2,haircut
2006,2,13643,500,7/20/2023,17:30,Dreadlocks,2, shave
2007,5,22610,1000,7/25/2023,14:00,Low Cut,5,haircut
2008,4,16068,500,12/14/2023,11:30,Low Cut,4, shave
2009,1,25014,1000,3/1/2023,20:15,Low Cut,2,haircut
2010,2,30746,1000,12/22/2023,15:00,Afro,2,haircut
2011,2,39465,1000,7/4/2023,20:15,Low Cut,2,haircut
2012,1,16672,1000,2/15/2023,19:45,Afro,2,haircut
2013,3,54256,2000,4/22/2023,20:30,Dreadlocks,2,haircut
2014,3,96945,1000,1/4/2023,20:00,Low Cut,2,haircut
2015,4,27645,500,3/29/2023,12:00,Dreadlocks,2, shave
2016,2,73214,500,9/4/2023,21:15,Low Cut,2, shave
2017,3,91748,1000,6/23/2023,16:15,Low Cut,2,haircut
2018,4,20926,500,7/3/2023,16:00,Afro,5, shave
2019,5,67593,1000,10/30/2023,20:00,Afro,5,haircut
2020,3,34137,1000,10/17/2023,19:00,Low Cut,2,haircut
2021,3,10193,2000,7/19/2023,18:30,Dreadlocks,2,haircut
2022,1,76732,2000,5/25/2023,19:00,Dreadlocks,2,haircut
2023,1,61824,500,10/24/2023,15:45,Box Cut,2, shave
2024,4,4158,500,5/16/2023,20:30,Dreadlocks,4, shave
2025,2,28626,1000,4/12/2023,12:15,Low Cut,2,haircut
2026,4,55326,500,2/18/2023,13:15,Low Cut,5, shave
2027,5,91159,1000,7/15/2023,18:30,Afro,5,haircut
2028,3,45605,1000,2/13/2023,17:15,Fade,2,haircut
2029,1,62548,1000,9/23/2023,14:15,Low Cut,2,haircut
2030,2,29700,500,3/17/2023,16:30,Afro,2, shave
2031,3,43079,1000,9/17/2023,14:45,Afro,2,haircut
2032,5,97057,1000,1/4/2023,19:00,Box Cut,2,haircut
2033,5,26826,1000,6/14/2023,13:00,Low Cut,2,haircut
2034,3,8134,1000,5/10/2023,9:30,Low Cut,2,haircut
2035,2,44168,2000,8/2/2023,13:15,Dreadlocks,2,haircut
2036,5,22416,1000,8/21/2023,20:15,Afro,5,haircut
2037,4,15587,500,11/8/2023,12:15,Mohawk,5, shave
2038,3,7625,1000,4/24/2023,19:45,Afro,2,haircut
2039,2,62470,1000,2/14/2023,17:45,Low Cut,2,haircut
2040,3,74048,500,1/30/2023,20:00,Low Cut,2, shave
2041,2,34330,1000,12/16/2023,16:15,Fade,2,haircut
2042,5,47530,500,2/20/2023,18:30,Box Cut,4, shave
2043,5,22210,1000,5/1/2023,19:30,Fade,5,haircut
2044,4,47678,500,2/7/2023,15:30,Crew Cut,5, shave
2045,2,43201,2000,11/30/2023,20:45,Twists,2,haircut
2046,2,3522,1000,8/4/2023,11:00,Cornrows,2,haircut
2047,4,8038,500,9/30/2023,10:00,Low Cut,2, shave
2048,5,77677,1000,2/12/2023,13:30,Afro,3,haircut
2049,5,25182,1000,7/2/2023,20:45,Low Cut,5,haircut
2050,1,20147,1000,4/25/2023,15:00,Fade,2,haircut
2051,4,75290,500,10/19/2023,18:30,Mohawk,2, shave
2052,4,94909,500,5/11/2023,13:45,Afro,5, shave
2053,1,31470,1000,3/15/2023,19:45,Low Cut,2,haircut
2054,4,16268,500,9/23/2023,18:15,Dreadlocks,5, shave
2055,3,13223,2000,8/17/2023,20:00,Dreadlocks,2,haircut
2056,3,87561,1000,11/15/2023,16:00,Crew Cut,2,haircut
2057,1,10681,2000,10/5/2023,12:45,Twists,2,haircut
2058,4,71189,1000,5/30/2023,12:30,Fade,5,haircut
2059,1,55363,1000,8/7/2023,19:45,Low Cut,2,haircut
2060,5,99744,2000,10/10/2023,19:30,Twists,3,haircut
2061,4,28328,1000,12/24/2023,11:15,Fade,5,haircut
2062,4,36470,1000,2/4/2023,13:30,Afro,5,haircut
2063,5,43026,1000,8/10/2023,9:00,Box Cut,2,haircut
2064,2,75605,500,1/10/2023,19:45,Low Cut,2, shave
2065,3,38244,1000,7/27/2023,12:00,Low Cut,2,haircut
2066,5,25631,1000,4/17/2023,12:15,Low Cut,5,haircut
2067,5,16940,1000,1/7/2023,12:00,Afro,5,haircut
2068,4,40798,1000,6/21/2023,19:15,Low Cut,4,haircut
2069,1,41105,1000,5/29/2023,18:45,Low Cut,2,haircut
2070,4,64495,2000,3/15/2023,18:45,Dreadlocks,2,haircut
2071,2,24787,1000,9/2/2023,16:00,Low Cut,2,haircut
2072,4,27354,500,8/1/2023,17:00,Low Cut,2, shave
2073,4,64713,1000,5/11/2023,17:15,Low Cut,5,haircut
2074,2,89619,1000,8/15/2023,20:15,Low Cut,2,haircut
2075,4,51877,1000,6/24/2023,18:15,Low Cut,5,haircut
2076,5,99169,1000,10/5/2023,13:15,Box Cut,5,haircut
2077,3,63000,2000,10/5/2023,18:00,Twists,2,haircut
2078,3,73482,2000,4/17/2023,17:45,Dreadlocks,2,haircut
2079,3,52775,1000,7/22/2023,14:00,Low Cut,2,haircut
2080,3,52823,500,7/17/2023,8:15,Low Cut,2, shave
2081,2,13980,1000,8/29/2023,19:00,Low Cut,2,haircut
2082,1,52457,500,2/15/2023,19:00,Mohawk,2, shave
2083,1,35560,1000,3/13/2023,17:15,Mohawk,2,haircut
2084,1,63342,1000,7/21/2023,13:15,Low Cut,2,haircut
2085,5,85351,1000,2/17/2023,15:30,Afro,5,haircut
2086,1,5593,1000,7/4/2023,20:00,Low Cut,2,haircut
2087,1,62523,500,7/17/2023,17:00,Afro,2, shave
2088,3,51264,2000,2/2/2023,13:00,Dreadlocks,2,haircut
2089,5,62831,1000,1/31/2023,21:00,Fade,4,haircut
2090,5,82387,2000,7/13/2023,18:15,Dreadlocks,5,haircut
2091,3,65846,1000,4/1/2023,20:00,Low Cut,2,haircut
2092,5,94794,2000,1/18/2023,20:30,Dreadlocks,5,haircut
2093,1,93482,1000,6/14/2023,19:30,Low Cut,2,haircut
2094,4,3865,500,7/13/2023,18:45,Fade,4, shave
2095,3,30550,1000,1/17/2023,17:30,Mohawk,2,haircut
2096,4,25754,1000,4/26/2023,16:45,Mohawk,5,haircut
2097,2,66892,2000,6/29/2023,19:30,Dreadlocks,2,haircut
2098,4,44196,1000,8/3/2023,8:15,Afro,5,haircut
2099,3,5583,1000,8/28/2023,15:30,Afro,2,haircut
2100,2,35703,1000,11/7/2023,8:15,Low Cut,2,haircut
2101,2,85854,1000,7/1/2023,18:00,Low Cut,2,haircut
2102,5,49533,1000,11/3/2023,15:30,Box Cut,5,haircut
2103,4,89948,2000,11/16/2023,12:00,Dreadlocks,5,haircut
2104,3,32763,500,10/23/2023,18:15,Low Cut,2, shave
2105,2,99796,1000,5/30/2023,15:30,Low Cut,2,haircut
2106,2,10314,500,1/7/2023,14:45,Dreadlocks,2, shave
2107,1,88633,1000,3/4/2023,13:00,Cornrows,2,haircut
2108,3,60478,1000,10/25/2023,15:30,Low Cut,2,haircut
2109,4,56517,2000,10/8/2023,19:00,Dreadlocks,5,haircut
2110,3,67280,1000,2/27/2023,13:30,Low Cut,2,haircut
2111,4,74884,500,1/13/2023,13:00,Low Cut,5, shave
2112,1,64055,1000,2/3/2023,16:45,Afro,2,haircut
2113,5,23,1000,5/29/2023,19:30,Afro,5,haircut
2114,2,71201,1000,2/17/2023,20:15,Low Cut,2,haircut
2115,4,10807,500,6/29/2023,18:30,Fade,5, shave
2116,1,96845,2000,9/17/2023,14:00,Dreadlocks,2,haircut
2117,4,8009,500,4/8/2023,17:45,Fade,4, shave
2118,4,62293,500,11/18/2023,9:45,Low Cut,3, shave
2119,2,11506,1000,2/16/2023,8:15,Mohawk,2,haircut
2120,2,55352,1000,5/1/2023,15:45,Box Cut,2,haircut
2121,5,47285,2000,8/2/2023,16:15,Dreadlocks,2,haircut
2122,3,19302,1000,5/8/2023,15:45,Box Cut,2,haircut
2123,1,31783,1000,9/9/2023,15:45,Low Cut,2,haircut
2124,2,89648,1000,7/5/2023,15:45,Afro,2,haircut
2125,1,93463,1000,3/16/2023,17:45,Low Cut,2,haircut
2126,1,62214,1000,2/27/2023,15:15,Low Cut,2,haircut
2127,1,38178,1000,9/4/2023,10:45,Afro,2,haircut
2128,4,91289,500,10/30/2023,12:15,Box Cut,5, shave
2129,2,7615,1000,5/10/2023,18:00,Fade,2,haircut
2130,1,70392,500,7/23/2023,20:30,Afro,2, shave
2131,3,81647,1000,12/10/2023,15:00,Low Cut,2,haircut
2132,2,60197,2000,1/18/2023,17:00,Twists,2,haircut
2133,4,40196,500,3/2/2023,17:30,Low Cut,5, shave
2134,2,38883,2000,10/1/2023,15:45,Dreadlocks,2,haircut
2135,2,8748,500,3/27/2023,15:00,Afro,2, shave
2136,5,82745,1000,8/24/2023,17:15,Low Cut,5,haircut
2137,3,76608,2000,6/26/2023,18:00,Dreadlocks,2,haircut
2138,3,52568,2000,8/31/2023,17:45,Dreadlocks,2,haircut
2139,5,55986,1000,10/28/2023,8:00,Low Cut,5,haircut
2140,2,59609,1000,6/20/2023,13:45,Low Cut,2,haircut
2141,5,54104,1000,12/27/2023,18:00,Low Cut,5,haircut
2142,4,70018,500,3/21/2023,16:30,Low Cut,5, shave
2143,1,35625,2000,1/11/2023,12:30,Dreadlocks,2,haircut
2144,4,88352,500,9/12/2023,18:15,Low Cut,2, shave
2145,5,9983,1000,7/8/2023,15:00,Fade,3,haircut
2146,4,74995,500,9/29/2023,17:30,Dreadlocks,2, shave
2147,4,75877,500,7/16/2023,20:30,Low Cut,5, shave
2148,2,5140,1000,9/20/2023,15:45,Low Cut,2,haircut
2149,2,17258,1000,4/12/2023,21:15,Low Cut,2,haircut
2150,2,82623,1000,6/14/2023,14:00,Afro,2,haircut
2151,3,89027,1000,11/2/2023,16:30,Low Cut,2,haircut
2152,2,32120,500,4/4/2023,14:00,Low Cut,2, shave
2153,5,67826,1000,6/22/2023,20:45,Box Cut,2,haircut
2154,1,96376,500,3/29/2023,19:15,Crew Cut,2, shave
2155,3,42702,1000,1/1/2023,18:45,Low Cut,2,haircut
2156,2,45078,1000,1/4/2023,17:30,Low Cut,2,haircut
2157,1,33436,1000,12/21/2023,13:00,Crew Cut,2,haircut
2158,4,71782,500,6/20/2023,15:00,Dreadlocks,5, shave
2159,4,79309,500,10/12/2023,13:30,Low Cut,2, shave
2160,2,41704,2000,5/3/2023,21:00,Dreadlocks,2,haircut
2161,5,93650,1000,6/18/2023,16:15,Afro,4,haircut
2162,5,82642,1000,11/20/2023,9:00,Fade,5,haircut
2163,1,75877,1000,9/10/2023,17:00,Afro,2,haircut
2164,2,79568,2000,10/15/2023,18:00,Twists,2,haircut
2165,1,47838,1000,3/24/2023,16:45,Low Cut,2,haircut
2166,5,11800,500,10/9/2023,18:15,Fade,2, shave
2167,2,87691,1000,6/21/2023,20:45,Low Cut,2,haircut
2168,4,77526,500,8/28/2023,18:15,Low Cut,5, shave
2169,2,67495,2000,10/11/2023,13:45,Dreadlocks,2,haircut
2170,2,82013,1000,5/3/2023,9:30,Low Cut,2,haircut
2171,4,22222,500,6/22/2023,19:15,Fade,5, shave
2172,5,79582,500,8/5/2023,13:15,Low Cut,5, shave
2173,1,10380,1000,1/1/2023,14:00,Low Cut,2,haircut
2174,4,7337,500,2/12/2023,13:15,Box Cut,5, shave
2175,1,17472,1000,4/20/2023,18:15,Low Cut,2,haircut
2176,1,14456,500,9/28/2023,19:45,Box Cut,2, shave
2177,5,78763,500,9/25/2023,19:45,Mohawk,2, shave
2178,1,78307,500,7/6/2023,15:30,Low Cut,2, shave
2179,1,35358,2000,10/3/2023,19:15,Twists,2,haircut
2180,2,1998,1000,7/15/2023,12:00,Mohawk,2,haircut
2181,1,97990,2000,4/5/2023,20:00,Dreadlocks,2,haircut
2182,4,35772,500,10/9/2023,18:30,Low Cut,3, shave
2183,3,41482,500,4/27/2023,20:00,Low Cut,2, shave
2184,3,24904,1000,9/28/2023,19:30,Box Cut,2,haircut
2185,3,65722,1000,9/17/2023,9:30,Low Cut,2,haircut
2186,2,16854,1000,3/18/2023,14:30,Cornrows,2,haircut
2187,2,17618,1000,10/31/2023,20:00,Afro,2,haircut
2188,4,59177,500,1/5/2023,20:15,Low Cut,5, shave
2189,1,3298,1000,1/26/2023,20:30,Afro,2,haircut
2190,1,54959,500,6/4/2023,15:00,Low Cut,2, shave
2191,2,75740,1000,8/14/2023,18:30,Fade,2,haircut
2192,2,3502,1000,8/22/2023,20:30,Low Cut,2,haircut
2193,3,42138,1000,8/27/2023,18:00,Afro,2,haircut
2194,1,66494,2000,11/15/2023,10:30,Dreadlocks,2,haircut
2195,2,57823,1000,3/21/2023,20:15,Mohawk,2,haircut
2196,1,23586,2000,2/22/2023,18:15,Dreadlocks,2,haircut
2197,4,86758,500,9/14/2023,14:45,Dreadlocks,4, shave
2198,2,34902,1000,8/13/2023,17:30,Low Cut,2,haircut
2199,3,53650,1000,8/25/2023,17:45,Box Cut,2,haircut
2200,4,91012,500,9/25/2023,19:30,Low Cut,2, shave
2201,2,25687,1000,1/5/2023,15:30,Low Cut,2,haircut
2202,5,74538,500,12/1/2023,20:45,Box Cut,2, shave
2203,3,91519,1000,1/23/2023,20:30,Afro,2,haircut
2204,5,80114,500,8/19/2023,13:15,Afro,5, shave
2205,5,46591,500,10/4/2023,17:00,Box Cut,4, shave
2206,1,7570,1000,9/29/2023,14:30,Low Cut,2,haircut
2207,5,28966,500,8/22/2023,15:45,Low Cut,2, shave
2208,4,57629,500,4/30/2023,15:15,Box Cut,3, shave
2209,4,83279,500,3/10/2023,16:00,Afro,5, shave
2210,1,45544,1000,8/17/2023,19:00,Box Cut,2,haircut
2211,2,33709,1000,1/30/2023,19:45,Low Cut,2,haircut
2212,4,79415,500,3/6/2023,15:15,Cornrows,5, shave
2213,1,47504,1000,3/11/2023,13:30,Afro,2,haircut
2214,3,75909,500,2/6/2023,18:45,Low Cut,2, shave
2215,3,26892,2000,6/26/2023,15:00,Dreadlocks,2,haircut
2216,5,46288,500,2/10/2023,10:30,Low Cut,5, shave
2217,2,45889,1000,3/9/2023,19:45,Low Cut,2,haircut
2218,5,98573,500,12/20/2023,18:00,Dreadlocks,5, shave
2219,2,50028,1000,8/6/2023,17:45,Crew Cut,2,haircut
2220,2,28997,1000,4/24/2023,20:45,Low Cut,2,haircut
2221,1,60499,2000,5/25/2023,13:15,Dreadlocks,2,haircut
2222,4,38924,500,7/15/2023,8:30,Dreadlocks,5, shave
2223,2,18344,1000,10/1/2023,11:30,Low Cut,2,haircut
2224,2,58548,500,8/19/2023,18:45,Crew Cut,2, shave
2225,3,28115,1000,4/30/2023,16:45,Low Cut,2,haircut
2226,4,27953,500,7/31/2023,21:15,Low Cut,5, shave
2227,1,44557,1000,11/2/2023,16:15,Box Cut,2,haircut
2228,1,89348,1000,2/17/2023,18:30,Low Cut,2,haircut
2229,1,84229,1000,8/5/2023,12:45,Fade,2,haircut
2230,4,3697,500,11/3/2023,18:00,Mohawk,5, shave
2231,1,81153,1000,9/25/2023,18:45,Low Cut,2,haircut
2232,2,56756,500,4/13/2023,16:15,Low Cut,2, shave
2233,2,77657,1000,3/29/2023,12:00,Afro,2,haircut
2234,4,32296,500,7/19/2023,19:30,Low Cut,3, shave
2235,1,44946,1000,11/30/2023,14:45,Low Cut,2,haircut
2236,1,22337,1000,11/6/2023,19:30,Low Cut,2,haircut
2237,1,87835,2000,12/31/2023,17:15,Dreadlocks,2,haircut
2238,4,28379,500,5/19/2023,9:30,Dreadlocks,4, shave
2239,2,30022,1000,2/11/2023,20:00,Low Cut,2,haircut
2240,4,96833,500,4/8/2023,13:30,Dreadlocks,3, shave
2241,3,38535,1000,12/22/2023,18:15,Crew Cut,2,haircut
2242,4,59575,500,6/22/2023,20:00,Dreadlocks,2, shave
2243,4,83929,500,12/4/2023,12:45,Mohawk,5, shave
2244,3,48383,1000,12/18/2023,19:30,Low Cut,2,haircut
2245,4,65658,500,7/1/2023,18:30,Low Cut,3, shave
2246,5,42228,500,8/18/2023,19:15,Low Cut,5, shave
2247,2,18651,500,6/4/2023,18:30,Afro,2, shave
2248,2,16368,1000,7/24/2023,19:45,Low Cut,2,haircut
2249,3,57182,1000,9/30/2023,19:30,Low Cut,2,haircut
2250,4,11661,500,12/15/2023,17:00,Low Cut,5, shave
2251,3,42382,1000,8/22/2023,11:30,Afro,2,haircut
2252,5,85750,500,9/18/2023,17:15,Box Cut,5, shave
2253,2,82224,1000,8/28/2023,13:15,Box Cut,2,haircut
2254,3,79849,500,5/24/2023,17:00,Afro,2, shave
2255,1,13467,2000,7/19/2023,19:00,Dreadlocks,2,haircut
2256,2,74170,1000,6/13/2023,11:15,Low Cut,2,haircut
2257,5,57320,500,3/28/2023,9:00,Fade,5, shave
2258,5,32036,500,3/14/2023,19:45,Dreadlocks,5, shave
2259,2,39372,1000,11/18/2023,18:45,Low Cut,2,haircut
2260,5,64466,500,9/28/2023,18:15,Crew Cut,5, shave
2261,3,71358,1000,4/29/2023,19:00,Afro,2,haircut
2262,3,77203,1000,6/16/2023,18:15,Fade,2,haircut
2263,5,27229,500,11/22/2023,21:45,Low Cut,5, shave
2264,5,8353,500,1/13/2023,20:30,Dreadlocks,5, shave
2265,4,92116,500,3/26/2023,17:15,Low Cut,5, shave
2266,4,67195,500,10/26/2023,17:45,Afro,5, shave
2267,2,76646,1000,9/30/2023,18:30,Low Cut,2,haircut
2268,3,1487,1000,5/11/2023,18:45,Low Cut,2,haircut
2269,2,10999,1000,7/7/2023,12:45,Low Cut,2,haircut
2270,3,42671,1000,6/6/2023,15:45,Low Cut,2,haircut
2271,2,74904,500,10/11/2023,16:45,Low Cut,2, shave
2272,5,17957,500,11/13/2023,13:15,Low Cut,5, shave
2273,4,9311,500,1/6/2023,18:00,Low Cut,5, shave
2274,5,28954,500,10/9/2023,14:00,Afro,2, shave
2275,5,19974,500,2/2/2023,15:00,Afro,5, shave
2276,1,70373,1000,2/7/2023,15:30,Crew Cut,2,haircut
2277,5,47424,500,9/17/2023,13:45,Low Cut,3, shave
2278,4,60153,500,4/26/2023,17:00,Low Cut,5, shave
2279,1,68093,1000,4/18/2023,12:15,Mohawk,2,haircut
2280,4,18932,500,2/24/2023,15:30,Low Cut,5, shave
2281,3,21971,1000,1/15/2023,10:00,Low Cut,2,haircut
2282,4,70973,500,1/15/2023,12:45,Low Cut,5, shave
2283,4,26310,500,10/3/2023,16:00,Afro,5, shave
2284,3,9684,1000,1/22/2023,20:00,Box Cut,2,haircut
2285,1,87406,1000,5/31/2023,18:45,Fade,2,haircut
2286,5,38930,1000,7/1/2023,17:45,Low Cut,2,haircut
2287,5,86481,1000,3/15/2023,18:00,Fade,5,haircut
2288,4,23249,500,5/1/2023,20:00,Mohawk,5, shave
2289,2,42219,1000,12/31/2023,14:45,Low Cut,2,haircut
2290,2,54495,500,9/12/2023,15:30,Low Cut,2, shave
2291,4,43121,500,9/17/2023,14:45,Afro,2, shave
2292,5,939,1000,5/20/2023,17:00,Afro,2,haircut
2293,1,14333,2000,11/4/2023,18:00,Twists,2,haircut
2294,3,54683,1000,1/8/2023,18:00,Fade,2,haircut
2295,5,94608,500,2/18/2023,18:00,Fade,3, shave
2296,1,59792,1000,3/22/2023,20:15,Low Cut,2,haircut
2297,3,64123,1000,8/26/2023,16:30,Afro,2,haircut
2298,5,30358,2000,10/14/2023,16:00,Twists,4,haircut
2299,1,16410,1000,6/1/2023,16:30,Low Cut,2,haircut
2300,4,4960,500,8/4/2023,14:45,Low Cut,5, shave
2301,1,46906,1000,2/10/2023,19:15,Crew Cut,2,haircut
2302,2,64001,500,8/6/2023,12:45,Fade,2, shave
2303,3,86536,2000,7/16/2023,17:45,Twists,2,haircut
2304,2,24260,1000,2/19/2023,19:15,Low Cut,2,haircut
2305,4,96636,500,1/6/2023,15:45,Dreadlocks,5, shave
2306,1,81100,1000,1/11/2023,13:30,Low Cut,2,haircut
2307,5,71825,1000,3/9/2023,16:30,Low Cut,5,haircut
2308,4,34813,500,9/28/2023,14:15,Low Cut,5, shave
2309,2,12342,2000,6/17/2023,13:30,Twists,2,haircut
2310,4,65273,500,9/30/2023,18:45,Low Cut,5, shave
2311,2,16001,1000,12/16/2023,13:15,Low Cut,2,haircut
2312,1,70258,500,6/8/2023,19:00,Dreadlocks,2, shave
2313,1,52099,1000,12/28/2023,21:15,Cornrows,2,haircut
2314,1,4329,500,5/17/2023,14:45,Fade,2, shave
2315,5,90978,1000,4/26/2023,20:15,Afro,2,haircut
2316,3,89138,1000,2/24/2023,14:30,Low Cut,2,haircut
2317,4,25994,500,6/2/2023,18:45,Dreadlocks,5, shave
2318,2,22029,1000,9/12/2023,20:15,Low Cut,2,haircut
2319,1,62194,500,8/31/2023,20:15,Twists,2, shave
2320,3,99487,1000,7/10/2023,20:45,Low Cut,2,haircut
2321,1,23067,1000,9/14/2023,20:45,Afro,2,haircut
2322,2,77766,1000,3/30/2023,13:00,Crew Cut,2,haircut
2323,1,83825,1000,4/24/2023,19:15,Low Cut,2,haircut
2324,5,90065,1000,3/13/2023,12:15,Fade,5,haircut
2325,5,87507,1000,2/22/2023,15:45,Low Cut,2,haircut
2326,3,1350,500,11/26/2023,18:15,Afro,2, shave
2327,1,78260,1000,4/27/2023,19:15,Crew Cut,2,haircut
2328,2,42707,1000,3/7/2023,17:45,Low Cut,2,haircut
2329,5,98702,1000,8/14/2023,8:00,Low Cut,3,haircut
2330,4,15790,500,7/19/2023,11:30,Fade,2, shave
2331,2,27901,1000,3/15/2023,18:30,Low Cut,2,haircut
2332,4,7134,500,6/21/2023,11:45,Afro,5, shave
2333,2,61754,1000,2/11/2023,16:30,Low Cut,2,haircut
2334,5,58544,1000,8/16/2023,18:30,Low Cut,5,haircut
2335,1,15699,1000,8/7/2023,18:00,Low Cut,2,haircut
2336,2,1254,500,9/5/2023,13:15,Low Cut,2, shave
2337,4,26031,500,5/6/2023,19:45,Cornrows,2, shave
2338,5,9205,500,5/25/2023,15:45,Twists,2, shave
2339,1,83959,2000,6/20/2023,12:30,Twists,2,haircut
2340,3,59581,1000,1/21/2023,11:00,Fade,2,haircut
2341,1,68866,1000,11/5/2023,17:30,Low Cut,2,haircut
2342,1,92027,1000,12/26/2023,10:30,Fade,2,haircut
2343,4,94360,500,1/12/2023,20:30,Twists,5, shave
2344,1,46009,1000,1/17/2023,20:00,Low Cut,2,haircut
2345,3,99753,1000,7/6/2023,17:30,Low Cut,2,haircut
2346,4,10734,500,5/7/2023,10:30,Mohawk,2, shave
2347,1,30740,1000,6/1/2023,19:00,Fade,2,haircut
2348,2,15053,1000,5/19/2023,12:30,Afro,2,haircut
2349,4,34742,500,4/5/2023,14:45,Low Cut,3, shave
2350,2,85216,500,6/13/2023,20:45,Low Cut,2, shave
2351,1,17378,1000,9/11/2023,19:30,Afro,2,haircut
2352,1,31390,1000,9/12/2023,12:00,Fade,2,haircut
2353,3,17649,1000,2/9/2023,18:45,Low Cut,2,haircut
2354,2,2404,1000,6/25/2023,14:45,Cornrows,2,haircut
2355,2,95356,2000,1/17/2023,12:15,Dreadlocks,2,haircut
2356,3,81698,1000,10/7/2023,13:30,Afro,2,haircut
2357,3,63794,1000,12/18/2023,17:45,Low Cut,2,haircut
2358,3,86841,1000,10/15/2023,15:30,Afro,2,haircut
2359,3,53373,2000,10/14/2023,18:00,Dreadlocks,2,haircut
2360,2,97526,500,10/21/2023,11:15,Low Cut,2, shave
2361,5,83526,1000,2/5/2023,17:00,Afro,2,haircut
2362,3,75241,500,1/29/2023,11:45,Mohawk,2, shave
2363,1,31310,1000,2/28/2023,13:45,Low Cut,2,haircut
2364,3,53197,2000,3/20/2023,21:00,Dreadlocks,2,haircut
2365,1,19206,1000,12/15/2023,21:00,Afro,2,haircut
2366,1,78302,1000,4/28/2023,12:15,Afro,2,haircut
2367,3,69067,500,2/8/2023,19:45,Low Cut,2, shave
2368,3,87600,2000,8/9/2023,16:30,Dreadlocks,2,haircut
2369,1,10023,1000,7/30/2023,18:30,Afro,2,haircut
2370,5,79162,1000,6/10/2023,13:15,Afro,5,haircut
2371,5,66894,1000,4/27/2023,20:45,Fade,2,haircut
2372,2,82775,1000,4/28/2023,16:45,Afro,2,haircut
2373,5,48263,2000,4/15/2023,17:45,Dreadlocks,5,haircut
2374,1,99269,500,5/25/2023,16:45,Afro,2, shave
2375,1,80850,1000,11/16/2023,14:45,Afro,2,haircut
2376,1,29892,1000,7/11/2023,15:30,Afro,2,haircut
2377,2,17342,2000,6/6/2023,19:00,Dreadlocks,2,haircut
2378,4,52923,500,9/1/2023,16:30,Low Cut,5, shave
2379,2,37097,1000,3/9/2023,17:00,Low Cut,2,haircut
2380,2,65303,1000,8/2/2023,19:45,Low Cut,2,haircut
2381,2,40274,1000,4/21/2023,17:00,Fade,2,haircut
2382,2,8777,1000,3/16/2023,15:00,Low Cut,2,haircut
2383,1,65041,1000,12/19/2023,16:15,Afro,2,haircut
2384,3,55737,500,4/30/2023,15:30,Low Cut,2, shave
2385,4,2344,500,12/23/2023,18:00,Low Cut,2, shave
2386,3,46653,1000,9/5/2023,10:15,Fade,2,haircut
2387,4,59496,500,8/31/2023,15:30,Low Cut,2, shave
2388,5,18224,1000,9/6/2023,16:00,Fade,5,haircut
2389,1,18998,1000,1/5/2023,20:00,Afro,2,haircut
2390,3,56197,2000,11/4/2023,17:00,Twists,2,haircut
2391,2,88507,1000,8/16/2023,8:45,Low Cut,2,haircut
2392,5,83026,500,6/25/2023,12:45,Afro,5, shave
2393,5,79676,1000,8/26/2023,15:15,Box Cut,3,haircut
2394,2,60250,2000,7/1/2023,11:30,Dreadlocks,2,haircut
2395,5,12375,1000,8/24/2023,18:45,Low Cut,2,haircut
2396,1,32978,1000,1/7/2023,12:00,Afro,2,haircut
2397,5,73950,1000,1/28/2023,12:00,Crew Cut,2,haircut
2398,2,65437,1000,10/1/2023,12:30,Fade,2,haircut
2399,5,73193,1000,12/3/2023,18:45,Box Cut,5,haircut
2400,3,16109,500,5/10/2023,9:15,Low Cut,2, shave
2401,3,92593,1000,7/1/2023,19:15,Low Cut,2,haircut
2402,2,30124,500,9/20/2023,20:00,Fade,2, shave
2403,2,97708,1000,6/10/2023,19:30,Low Cut,2,haircut
2404,4,72475,500,3/14/2023,17:45,Low Cut,2, shave
2405,4,15235,500,4/21/2023,15:15,Low Cut,5, shave
